Genre,Lon,Lat,Borough,aLevel,Time
N/A,   -73.98383919698607, 40.76174395517826 ,Manhattan,Medium,00:00:00
N/A,   -73.98589867014988, 40.76257065006476 ,Manhattan,Medium,00:00:00
N/A,   -73.99694382805035, 40.767312432519276 ,Manhattan,Medium,00:00:00
N/A,   -73.79555468117455, 40.70653426935826 ,Queens,Medium,00:00:00
N/A,   -73.89225364571111, 40.74891155301485 ,Queens,Medium,00:00:00
N/A,   -73.88412639509386, 40.7487315507441 ,Queens,Medium,00:00:00
N/A,   -73.84534157919526, 40.720365744814835 ,Queens,Medium,00:00:00
N/A,   -73.77114917957029, 40.763933421154064 ,Queens,Medium,00:00:00
N/A,   -73.89530306861195, 40.70287665998953 ,Queens,Medium,00:00:00
N/A,   -73.79247827489311, 40.71091966309367 ,Queens,Medium,00:00:00
N/A,   -73.93947115150922, 40.74817129070962 ,Queens,Medium,00:00:00
N/A,   -73.80593752065842, 40.701822380718454 ,Queens,Medium,00:00:00
N/A,   -73.79726496612192, 40.70450555044363 ,Queens,Medium,00:00:00
N/A,   -73.85779008961042, 40.6925963247586 ,Queens,Medium,00:00:00
N/A,   -73.8309343552709, 40.76118578331917 ,Queens,Medium,00:00:00
N/A,   -73.7853902090758, 40.697693362433576 ,Queens,Medium,00:00:00
N/A,   -73.75250126721374, 40.60402338526257 ,Queens,Medium,00:00:00
N/A,   -73.91018834116497, 40.699670935440516 ,Queens,Medium,00:00:00
N/A,   -73.90192709081788, 40.70048761323586 ,Queens,Medium,00:00:00
N/A,   -73.80439743099372, 40.762470702174824 ,Queens,Medium,00:00:00
N/A,   -73.83274555228842, 40.76053254069111 ,Queens,Medium,00:00:00
N/A,   -73.82971390855914, 40.71371948716982 ,Queens,Medium,00:00:00
N/A,   -73.8713031803217, 40.733822289029575 ,Queens,Medium,00:00:00
N/A,   -73.9399858877832, 40.750663629169715 ,Queens,Medium,00:00:00
N/A,   -73.82818894237838, 40.76005352048369 ,Queens,Medium,00:00:00
N/A,   -73.91804029865673, 40.7601549795259 ,Queens,Medium,00:00:00
N/A,   -73.8086047835953, 40.70340462655155 ,Queens,Medium,00:00:00
N/A,   -73.84840699076847, 40.72272482164015 ,Queens,Medium,00:00:00
N/A,   -74.1085760769972, 40.63017169829431 ,Staten Island,Medium,00:00:00
N/A,   -74.1108725293572, 40.571071026442375 ,Staten Island,Medium,00:00:00
N/A,   -74.0752448014028, 40.64298352630176 ,Staten Island,Medium,00:00:00
N/A,   -74.16614928494091, 40.58813530683324 ,Staten Island,Medium,00:00:00
N/A,   -74.0774033869691, 40.637932807120706 ,Staten Island,Medium,00:00:00
N/A,   -73.99669788343083, 40.70597016498046 ,East River Bridges,Medium,00:00:00
N/A,   -73.99094199014799, 40.7080653898073 ,East River Bridges,Medium,00:00:00
N/A,   -73.99114419929701, 40.70794847867025 ,East River Bridges,Medium,00:00:00
N/A,   -73.97202493782653, 40.71353372301599 ,East River Bridges,Medium,00:00:00
N/A,   -73.95460085520162, 40.7568698600874 ,East River Bridges,Medium,00:00:00
N/A,   -73.91119970135458, 40.873547359000106 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.91488962537815, 40.86276958338557 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.93380588837293, 40.82809995999491 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.93330492386069, 40.819494945411535 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.9331330278822, 40.81413106797776 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.93252967704326, 40.80755481010351 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.92896107917844, 40.80376927982209 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.92785197149036, 40.80034506063933 ,Harlem River Bridges,Medium,00:00:00
N/A,   -73.93686603590555, 40.78611224350854 ,Harlem River Bridges,Medium,00:00:00
